Year,Month,AGX,Arlington A,Arlington B,Arlington DB,Distributed BESS,EE_Baseline,Four Corners 4,Four Corners 5,Griffith A,Griffith B,Griffith DB,Incremental_DG,Microgrid - FUTURE,Microgrid XHLF,New Solar,PVS Solar 5 HR,PVS Solar 5 HR ITC,Redhawk 1 A,Redhawk 1 B,Redhawk 1 DB,Redhawk 2 A,Redhawk 2 B,Redhawk 2 DB,Short-Term Purch,South Point A,South Point B,South Point DB,West Phoenix CC5 A,West Phoenix CC5 B,West Phoenix CC5 DB
2047,3,102.7,150,83,79,676,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2047,4,102.7,150,83,79,676,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2047,5,102.7,150,83,79,676,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2047,6,102.7,150,83,79,676,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2047,7,102.7,150,83,79,676,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2047,8,102.7,150,83,79,676,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2047,9,102.7,150,83,79,676,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2047,10,102.7,150,83,79,676,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2047,11,102.7,150,83,79,676,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,8.181818179,125,0.01,8.181818179,0,193.426,118.749,19,140,36,21
2047,12,102.7,150,83,79,676,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,8.181818179,125,0.01,8.181818179,0,193.426,118.749,19,140,36,21
2048,1,102.7,150,83,79,715,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,8.181818179,125,0.01,8.181818179,0,193.426,118.749,19,140,36,21
2048,2,102.7,150,83,79,715,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,8.181818179,125,0.01,8.181818179,0,193.426,118.749,19,140,36,21
2048,3,102.7,150,83,79,715,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2048,4,102.7,150,83,79,715,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2048,5,102.7,150,83,79,715,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2048,6,102.7,150,83,79,715,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2048,7,102.7,150,83,79,715,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2048,8,102.7,150,83,79,715,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2048,9,102.7,150,83,79,715,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2048,10,102.7,150,83,79,715,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2048,11,102.7,150,83,79,715,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,8.181818179,125,0.01,8.181818179,0,193.426,118.749,19,140,36,21
2048,12,102.7,150,83,79,715,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,8.181818179,125,0.01,8.181818179,0,193.426,118.749,19,140,36,21
2049,1,102.7,150,83,79,756,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,8.181818179,125,0.01,8.181818179,0,193.426,118.749,19,140,36,21
2049,2,102.7,150,83,79,756,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,8.181818179,125,0.01,8.181818179,0,193.426,118.749,19,140,36,21
2049,3,102.7,150,83,79,756,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2049,4,102.7,150,83,79,756,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2049,5,102.7,150,83,79,756,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2049,6,102.7,150,83,79,756,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2049,7,102.7,150,83,79,756,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2049,8,102.7,150,83,79,756,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2049,9,102.7,150,83,79,756,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2049,10,102.7,150,83,79,756,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2049,11,102.7,150,83,79,756,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,8.181818179,125,0.01,8.181818179,0,193.426,118.749,19,140,36,21
2049,12,102.7,150,83,79,756,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,8.181818179,125,0.01,8.181818179,0,193.426,118.749,19,140,36,21
2050,1,102.7,150,83,79,799,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,8.181818179,125,0.01,8.181818179,0,193.426,118.749,19,140,36,21
2050,2,102.7,150,83,79,799,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,8.181818179,125,0.01,8.181818179,0,193.426,118.749,19,140,36,21
2050,3,102.7,150,83,79,799,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2050,4,102.7,150,83,79,799,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2050,5,102.7,150,83,79,799,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2050,6,102.7,150,83,79,799,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2050,7,102.7,150,83,79,799,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2050,8,102.7,150,83,79,799,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2050,9,102.7,150,83,79,799,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2050,10,102.7,150,83,79,799,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2050,11,102.7,150,83,79,799,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,8.181818179,125,0.01,8.181818179,0,193.426,118.749,19,140,36,21
2050,12,102.7,150,83,79,799,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,8.181818179,125,0.01,8.181818179,0,193.426,118.749,19,140,36,21
2051,1,102.7,0,0,0,845,0,0,0,0,0,0,0,0.4,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051,2,102.7,0,0,0,845,0,0,0,0,0,0,0,0.4,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051,3,102.7,0,0,0,845,0,0,0,0,0,0,0,0.4,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051,4,102.7,0,0,0,845,0,0,0,0,0,0,0,0.4,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051,5,102.7,0,0,0,845,0,0,0,0,0,0,0,0.4,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051,6,102.7,0,0,0,845,0,0,0,0,0,0,0,0.4,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051,7,102.7,0,0,0,845,0,0,0,0,0,0,0,0.4,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051,8,102.7,0,0,0,845,0,0,0,0,0,0,0,0.4,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051,9,102.7,0,0,0,845,0,0,0,0,0,0,0,0.4,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051,10,102.7,0,0,0,845,0,0,0,0,0,0,0,0.4,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051,11,102.7,0,0,0,845,0,0,0,0,0,0,0,0.4,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051,12,102.7,0,0,0,845,0,0,0,0,0,0,0,0.4,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2052,1,102.7,0,0,0,894,0,0,0,0,0,0,0,0.4,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2052,2,102.7,0,0,0,894,0,0,0,0,0,0,0,0.4,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2052,3,102.7,0,0,0,894,0,0,0,0,0,0,0,0.4,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2052,4,102.7,0,0,0,894,0,0,0,0,0,0,0,0.4,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2052,5,102.7,0,0,0,894,0,0,0,0,0,0,0,0.4,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2052,6,102.7,0,0,0,894,0,0,0,0,0,0,0,0.4,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2052,7,102.7,0,0,0,894,0,0,0,0,0,0,0,0.4,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2052,8,102.7,0,0,0,894,0,0,0,0,0,0,0,0.4,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2052,9,102.7,0,0,0,894,0,0,0,0,0,0,0,0.4,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2052,10,102.7,0,0,0,894,0,0,0,0,0,0,0,0.4,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2052,11,102.7,0,0,0,894,0,0,0,0,0,0,0,0.4,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2052,12,102.7,0,0,0,894,0,0,0,0,0,0,0,0.4,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2053,1,0,0,0,0,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2053,2,0,0,0,0,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2053,3,0,0,0,0,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2053,4,0,0,0,0,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2053,5,0,0,0,0,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2053,6,0,0,0,0,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2053,7,0,0,0,0,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2053,8,0,0,0,0,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2053,9,0,0,0,0,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2053,10,0,0,0,0,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2053,11,0,0,0,0,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2053,12,0,0,0,0,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
