 On-peak Mon-Sat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , Jan-2026 , Feb-2026 , Mar-2026 , Apr-2026 , May-2026 , Jun-2026 , Jul-2026 , Aug-2026 , Sep-2026 , Oct-2026 , Nov-2026 , Dec-2026 , Tot-2026 , Jan-2027 , Feb-2027 , Mar-2027 , Apr-2027 , May-2027 , Jun-2027 , Jul-2027 , Aug-2027 , Sep-2027 , Oct-2027 , Nov-2027 , Dec-2027 , Tot-2027 , Jan-2028 , Feb-2028 , Mar-2028 , Apr-2028 , May-2028 , Jun-2028 , Jul-2028 , Aug-2028 , Sep-2028 , Oct-2028 , Nov-2028 , Dec-2028 , Tot-2028 , Jan-2029 , Feb-2029 , Mar-2029 , Apr-2029 , May-2029 , Jun-2029 , Jul-2029 , Aug-2029 , Sep-2029 , Oct-2029 , Nov-2029 , Dec-2029 , Tot-2029 , Jan-2030 , Feb-2030 , Mar-2030 , Apr-2030 , May-2030 , Jun-2030 , Jul-2030 , Aug-2030 , Sep-2030 , Oct-2030 , Nov-2030 , Dec-2030 , Tot-2030 , Jan-2031 , Feb-2031 , Mar-2031 , Apr-2031 , May-2031 , Jun-2031 , Jul-2031 , Aug-2031 , Sep-2031 , Oct-2031 , Nov-2031 , Dec-2031 , Tot-2031 ,    Total 
  Buy Emergency:MW               ,-101.34,-3881.2195,-3782.4707,-7102.5908,-2707.8103,-1796.3496,-4609.6807,-1530.7501,-6522.1509,-2534.9407,-12177.292,-5254.4185,-52001.0117,-386.36,-948.4,-1614.8003,-3048.2705,-296.04,-490.95,-3802.7402,-880.5302,-2026.5803,-115.54,-279.03,-188.05,-14077.3018,-68.69,-36.76,-134.38,-263.68,-192.35,-936.39,-2302.9905,-1252.54,-1360.9801,-189.6099,-246.4899,-76.08,-7060.9399,-94.88,-397.72,-95.92,-420.11,-110.09,-931.8199,-1406.3801,-480.29,-1987.5502,-1162.8107,-631.4599,-430.4201,-8149.4507,-247.3299,-117.84,-69.47,-535.8698,-199.15,-299.21,-979.2602,-261.0501,-1627.5602,-713.7502,-582.1802,-663.9598,-6296.6304,-187.1199,-872.8204,-420.55,-232.8499,-50.36,-254.2,-563.0599,-142.64,-491.1002,-104.26,-202.63,-284.24,-3805.8301,-91391.1719
  Buy Hourly:MW                  ,-6882.5996,-13713.0977,-11125.2051,-46463.6172,-11238.8545,-4659.3008,-15456.5938,-6555.7466,-11725.0508,-7552.4009,-26923.6367,-22755.9922,-185052.0938,-4531.8477,"-12,036.10",-8171.853,-13371.4473,-1124.5999,-1721.8997,-7684.8037,-2763.3499,-4129.9517,-1113.9498,-1783.1,-3570.7512,-62003.6563,-1478.5493,-1531.2004,-2343.3,-3279.1509,-1600.1504,-2795.1997,-7309.3979,-4178.5991,-3061.3994,-1774.7501,-2139.6992,-1606.7997,-33098.1992,-8298.8516,-5496.9976,-2886.0513,-8354.2012,-3274.5994,-4723.4512,-10258.6025,-3480.6006,-5101.5977,-3561.8982,-10791.4951,-4017.4487,-70245.7891,-8173.8979,-10304.7559,-5075.9502,-14029.4971,-8590.7002,-6408.8521,-9124.2988,-3505,-6000.4497,-8964.2969,-13861.1992,-10162.3018,-104201.2109,-17849.9551,-21709.3008,-11655.5459,-14531.5488,-10245.752,-5240.3491,-5542.3999,-1796.8502,-2239.301,-11104.752,-30287.0938,-8652.251,-140855.0938,-595456
  Buy_M+DA_HrlyShaped:MW         ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-249.1,-8801.1982,-3123.0513,-12173.3496,-8670.25,-2516.4004,-3610.302,-8124.7012,-317.55,-1307.35,-1725.6997,-929.8,-599.25,-1868.8003,-8445.5508,-1019.6,-39135.2578,-39257.1875,-12281.4512,-4046.5007,-26941.5527,-4491.6504,-5200.5986,-4973.5996,-2245.1494,-577.7499,-6118.5005,-46463.8477,-23047.6543,-175645.4531,-40950.3125,-26837.9551,-9922.7998,-26796.4551,-22771.6016,-2718.5005,-7709.5986,-5301.6997,-1187.45,-20635.3516,-25519.3965,-22462.8008,-212813.9063,-51329.5,-33644.3516,-16738.1504,-26582.3477,-25089.1523,-10534.9502,-2107.5996,-1759.7999,-426.2,-62320.3438,-91337.5156,-54494.1992,-376364.0938,-816132.0625
  AG1 City Of Phoenix:MW         ,-58909.4844,-53777.7969,-60930.2891,-60198.5078,-63961.4844,-66072.7969,-72873.6797,-72823.3984,-67222.5234,-62815.4805,-58808.2305,-58742.375,-757136.125,-70396.2891,"-64,260.00",-72808.2578,-71933.0547,-76433.1172,-78954.8359,-87081.3203,-87021.1484,-80328.7109,-75063.0938,-70269.4375,-70193.375,-904742.6875,-74841.6094,-70812.0625,-77407.7656,-76487.875,-81237.3359,-83949.6563,-92591.3281,-92495.4609,-85421.3828,-79792.6719,-74699.3672,-74649.125,-964385.625,-74841.4688,-68319.5625,-77407.7344,-76477.6797,-81258.7422,-83940.5781,-92580.9063,-92516.7969,-85399.5156,-79803.9141,-74709.3594,-74627.6016,-961883.875,-74841.4688,-68319.5625,-77407.7344,-76477.6797,-81258.7422,-83940.5781,-92580.9063,-92516.7969,-85399.5156,-79803.9141,-74709.3594,-74627.6016,-961883.875,-74841.4688,-68319.5625,-77407.7344,-76477.6797,-81258.7422,-83940.5781,-92580.9063,-92516.7969,-85399.5156,-79803.9141,-74709.3594,-74627.6016,-961883.875,-5511916
  AG1 Freeport:MW                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  AG1 HomeDepot:MW               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  AG1 Honeywell:MW               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  AG1 Kroger:MW                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  AG1 Marriott:MW                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  AG1 Safeway:MW                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  AG1 Walmart:MW                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Merchant Plant 4:MW            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Buy 7-22 T1:MW                 ,-201.6,-155.2,-78.4,-11828.8066,-54.4,-241.6,-2198.3977,-2712.0002,-124.8,-364.7999,-19641.5977,-22225.6387,-59827.2422,-1273.6008,-310.4,0,-673.6001,0,0,-616.0001,-1112.0005,-78.4,0,-8,-383.9997,-4456.001,-201.5999,-9.6,0,-102.4,0,0,-121.6,-430.4001,-30.4,0,-27.2,0,-923.2,0,0,0,-51.2,0,-36.8,-713.5992,-1465.6005,-20.8,0,-350.3999,-364.7998,-3003.1995,-568.0002,-137.6,-20.8,-52.8,-457.6001,-326.4,-3147.2,-1972.8002,-654.4,-32,-673.5999,-5424.001,-13467.2012,-67.2,-17.6,-12.8,-35.2,0,-304,-742.3997,-1236.8,-32,-17.6,-1547.2004,-732.7985,-4745.5986,-86422.4297
  Buy 7-22 T2:MW                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Buy 7-22 T3:MW                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Buy 7-22 T4:MW                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Buy 8-23 T1:MW                 ,-58.2,-504.0004,-1123.8005,-8576.4014,-357.6002,-433.8001,-8776.8047,-2839.8003,-349.7999,-313.1999,-161.3999,-3281.9983,-26776.8066,-215.4001,0,-13.2,-2283.5994,-4.8,-84,-4649.9951,-1764.0005,-526.1999,-19.2,-614.4003,-165.6,-10340.3955,-750.0002,-30.6,-85.8,-76.8,0,-57.6,-1596.598,-428.4001,-96.6,0,-37.2,-7.2,-3166.7983,-2.4,-2.4,0,-1426.8,-102.6,-238.8,-3141.5989,-940.2,-289.7999,-15,-54,-23.4,-6236.9985,-93.6,-39,-88.2,-549,-35.4,-389.4,-4635.0005,-1639.1996,-929.9998,-37.8,-743.9995,-999.5999,-10180.1992,0,0,0,-159.6,0,-14.4,-1571.9998,-850.8002,-40.2,-1.8,-81.6,0,-2720.3999,-59421.5977
  Buy 8-23 T2:MW                 ,-212.3999,-918.6004,-2973.6003,-13472.9961,-505.7999,-331.8,-6279.603,-3430.7993,-245.3999,-1164.5999,-3738.0007,-7433.395,-40706.9961,-334.7998,-31.2,-879.6001,-2582.4001,-33,-70.8,-3928.8022,-2271,-148.8,-9.6,-141.6001,-154.2,-10585.8018,-1085.4001,-49.8,-87,-97.8,-13.2,-43.2,-1554.5984,-608.4001,-83.4,0,-82.2,0,-3704.9985,0,0,0,-109.2,-10.8,-184.2,-4038.001,-1152.6003,-277.2,-3.6,-88.8,-27,-5891.4019,-83.4,-16.2,-173.4,-143.4,-10.8,-247.2,-5288.3989,-2341.7996,-860.9998,-32.4,-1132.1998,-1448.399,-11778.5986,0,0,0,-42,0,-5.4,-1141.2002,-834.6003,-21.6,-0.6,-289.8,0,-2335.2004,-75002.9922
  Buy 22-5 T1:MW                 ,0,-102.4,0,-892.8,-27.2,0,-9.6,0,0,-27.2,-523.2001,-1595.2002,-3177.6003,-6.4,0,0,-270.4,0,0,0,0,0,0,-1.6,0,-278.4,0,0,0,0,0,0,-343.9999,-132.8,0,0,0,0,-476.8,0,0,0,0,0,0,-182.4,-528,0,0,-27.2,0,-737.6,-99.2,0,0,0,0,0,-326.3999,-32,-208,0,-72,-294.4,-1031.9999,0,0,0,0,0,0,-87.9999,-48,0,0,-4425.6006,-102.3999,-4664.0005,-10366.4014
  Buy 22-5 T2:MW                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Buy 22-5 T3:MW                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Buy 22-5 T4:MW                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Buy 22-5 T5:MW                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Buy 23-6 T1:MW                 ,-3196.8008,-1580.7987,-7291.998,-9103.1924,-112,-273.5999,-264.0001,-340.8,-3.2,-448.8001,-10606.3965,-14187.1943,-47408.7813,-1502.4009,-565.6,-6587.2041,-1507.2004,-378.4,-16,-136.8,-49.6,-4,-9.6,-240.7999,-339.9998,-11337.6045,-5003.998,-35.2,-621.6002,-285.6002,-117.6,0,-16,-24,0,0,-8.8,-4,-6116.7983,-0.8,-160,-13.6,-711.2001,-12.8,-21.6,-91.2,-70.4,0,0,-28.8,-58.4,-1168.8002,-235.2,-77.6,-358.4001,-183.2,-10.4,-14.4,-288,-357.6,-23.2,0,-343.2004,-1190.3997,-3081.6001,-2.4,-31.2,-4,-87.2,-120.8,0,-50.4,-46.4,0,0,0,0,-342.4001,-69456
  Buy 23-6 T2:MW                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Buy 23-6 T3:MW                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Buy 23-6 T4:MW                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Buy 23-6 T5:MW                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Buy 13-20 T1:MW                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Buy 13-20 T2:MW                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Buy 13-20 T3:MW                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Buy 13-20 T4:MW                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Buy 13-20 T5:MW                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Buy Call A:MW                  ,0,0,0,0,0,0,-28,-321,0,0,0,0,-349,0,0,0,0,0,-7,-4,-34,-86,0,0,0,-131,0,0,0,0,0,0,0,0,-7,0,0,0,-7,0,0,0,0,0,0,0,-12,0,0,0,0,-12,0,0,0,0,0,-9,-2,-111,-87,0,0,0,-209,0,0,0,0,0,0,-35,-40,0,0,0,0,-75,-783
  Buy Call B:MW                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Buy Call C:MW                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Buy Call D:MW                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Buy Call E:MW                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  BUY CALL F:MW                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Buy Call G:MW                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Buy Call H:MW                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Buy Call I:MW                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Buy Call J:MW                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Sell Put A:MW                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Sell Put B:MW                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Sell Put C:MW                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Sell Put D:MW                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Sell Put E:MW                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Buy Fix10 ATC:MW               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Buy Fix10 6-21 (6d):MW         ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Buy Fix10 7-22 (6d):MW         ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Buy Fix10 8-23 (6d):MW         ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Buy Fix10 22-5+Sun:MW          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Buy Fix10 23-6 (7d):MW         ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Buy Fix10 Sun 7-22:MW          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Buy Fix10 23-6+Sun:MW          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Buy Fix10 13-20 (6d):MW        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Buy Fix10 Spare 1:MW           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Sell max sales:MW              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Sell Fix ATC:MW                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Sell Fix 6-21 (6d):MW          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
